,Name,Gender
1597,fasrun,F
1598,fateh,M
1599,father,F
1600,fatima,F
1601,fatma,F
1602,fauina,F
1603,faujdar,M
1604,fauji,F
1605,fazaley,M
1606,fazaz,M
1607,fazia,F
1608,fazin,F
1609,fazulla,M
1610,feflibai,F
1611,felicia,F
1612,feru,M
1613,fhaishal,M
1614,fharman,M
1615,fida,M
1616,fija,F
1617,firakat,M
1618,firasat,M
1619,firdosh,F
1620,firdous,F
1621,firida,F
1622,firoj,F
1623,firoj,M
1624,firoja,F
1625,firoz,F
1626,firoz,M
1627,firoza,F
1628,firtu,M
1629,fitrat,M
1630,fiyaz,M
1631,fiza,F
1632,fool,F
1633,foola,F
1634,fooljhnah,F
1635,foolmaya,F
1636,foolwati,F
1637,for,M
1638,foranta,F
1639,foranti,F
1640,fornta,F
1641,forshan,M
1642,fozia,F
1643,fra,F
1644,frjana,F
1645,frra,F
1646,fuli,F
1647,fuljhadi,F
1648,fulmiya,M
1649,fulo,F
1650,furkan,M
1651,furkhan,M
1652,gaffar,M
1653,gaffur,M
1654,gafur,M
1655,gagan,F
1656,gagan,M
1657,gagandeep,M
1658,gahnshyam,M
1659,gaitri,F
1660,gajala,F
1661,gajana,F
1662,gajender,M
1663,gajendra,M
1664,gajla,F
1665,gajraj,M
1666,gajwanti,F
1667,gali,F
1668,galiya,M
1669,galu,M
1670,gambhir,F
1671,gamer,M
1672,gandharv,M
1673,gandhi,M
1674,ganesh,M
1675,ganeshi,F
1676,ganeshi,M
1677,ganesi,F
1678,ganga,F
1679,ganga,M
1680,gangadhar,M
1681,gangajali,F
1682,gangaram,M
1683,gango,F
1684,ganita,F
1685,ganpat,M
1686,ganpati,M
1687,ganpatram,M
1688,gantantra,M
1689,gappu,M
1690,gargi,F
1691,garib,M
1692,garima,F
1693,garsh,M
1694,garupal,M
1695,garv,M
1696,gattu,F
1697,gaura,F
1698,gaurav,M
1699,gauravgil,M
1700,gauri,F
1701,gauri,M
1702,gautam,M
1703,gawali,M
1704,gawri,F
1705,gayatri,F
1706,gaytree,F
1707,gaytri,F
1708,geernish,M
1709,geesa,M
1710,geet,F
1711,geeta,F
1712,geeta,M
1713,geetanjali,F
1714,geetika,F
1715,geetu,F
1716,gen,M
1717,genda,F
1718,gendi,F
1719,gendu,F
1720,gensingh,M
1721,ghan,M
1722,ghanshayam,M
1723,ghanshyam,M
1724,ghansyam,M
1725,ghantoli,M
1726,ghaseeta,M
1727,ghasiram,M
1728,gheesa,M
1729,ghisaram,M
1730,ghurul,M
1731,gila,F
1732,gilbahar,F
1733,girdhari,M
1734,giri,M
1735,girija,F
1736,girijarani,F
1737,giriraj,M
1738,girish,M
1739,girishchandra,F
1740,girishi,M
1741,girja,F
1742,girjesh,M
1743,girraj,M
1744,girwer,M
1745,gita,F
1746,gitika,F
1747,givinda,M
1748,gjender,M
1749,gladwin,M
1750,gobind,M
1751,godambari,F
1752,gokul,M
1753,goldan,F
1754,golden,F
1755,goldi,M
1756,goldy,F
1757,goldy,M
1758,gollu,M
1759,golu,M
1760,gomati,F
1761,gomti,M
1762,gona,F
1763,gonsan,M
1764,goopi,M
1765,gopal,F
1766,gopal,M
1767,gopesh,M
1768,gopi,F
1769,gopi,M
1770,gopiram,M
1771,gora,F
1772,gora,M
1773,gorav,M
1774,gordhan,M
1775,gordhanlal,M
1776,gori,F
1777,goruav,M
1778,gorv,M
1779,gosia,F
1780,gotam,M
1781,gotiya,F
1782,gourav,M
1783,gouri,F
1784,gouri,M
1785,goutam,M
1786,goverdhan,M
1787,govind,F
1788,govind,M
1789,govinda,M
1790,grace,F
1791,grish,M
1792,groti,F
1793,grpreet,F
1794,gruchran,M
1795,guddi,F
1796,guddibai,F
1797,guddiya,F
1798,guddo,F
1799,guddu,M
1800,gudia,F
1801,gudiya,F
1802,gudiya,M
1803,gudya,F
1804,gufraan,M
1805,gufran,M
1806,gugna,M
1807,gul,F
1808,gul,M
1809,gulab,F
1810,gulab,M
1811,gulabsa,F
1812,gulabsha,F
1813,gulafsa,F
1814,gulafsha,F
1815,gulafshan,F
1816,gulam,M
1817,gulashan,M
1818,gulbasha,F
1819,guldasta,F
1820,gulesta,F
1821,gulfam,M
1822,gulfan,M
1823,gulfara,F
1824,gulfasa,F
1825,gulfasha,F
1826,gulfsa,F
1827,gulfsal,F
1828,gulista,F
1829,guljan,F
1830,guljar,M
1831,gulnaaz,F
1832,gulnaj,F
1833,gulnanj,F
1834,gulnaz,F
1835,gulnaza,F
1836,gulpacha,F
1837,gulran,F
1838,gulreg,M
1839,gulsan,F
1840,gulsana,F
1841,gulsha,F
1842,gulshad,M
1843,gulshafa,F
1844,gulshan,F
1845,gulshan,M
1846,gulshana,F
1847,gulsher,M
1848,gulshtab,F
1849,gulsida,F
1850,guluram,M
1851,gulwasha,F
1852,guman,M
1853,gunanidhi,M
1854,gungun,F
1855,guni,F
1856,gunja,F
1857,gunjan,F
1858,gur,M
1859,gurbachan,M
1860,gurbax,M
1861,gurcharan,M
1862,gurdarshan,M
1863,gurdayal,M
1864,gurdeep,F
1865,gurdeep,M
1866,gurfaan,M
1867,gurjeet,F
1868,gurjeet,M
1869,gurjit,M
1870,gurlal,M
1871,gurmeet,F
1872,gurmeet,M
1873,gurmel,F
1874,gurmit,F
1875,gurmit,M
1876,gurnam,M
1877,gurpreet,F
1878,gurpreet,M
1879,gurprit,M
1880,gursimaran,M
1881,guru,M
1882,gurubaksh,M
1883,gurucharan,M
1884,gurudut,M
1885,gurupreet,F
1886,gurupreet,M
1887,guruvachan,M
1888,gurvinder,F
1889,gurvinder,M
1890,gutam,M
1891,gya,M
1892,gyaan,F
1893,gyan,F
1894,gyan,M
1895,gyandeep,M
1896,gyanender,M
1897,gyanendra,M
1898,gyanu,M
1899,gyanwati,M
1900,gyarsi,F
1901,gyarsi,M
1902,gyatri,F
1903,gytri,F
1904,habib,M
1905,habiba,F
1906,hadarali,M
1907,hadisha,F
1908,hafsa,F
1909,hagami,F
1910,haider,M
1911,hailena,F
1912,hajari,F
1913,haji,M
1914,hajrat,M
1915,hajrati,F
1916,hakam,M
1917,hakimuddin,M
1918,halima,F
1919,haliya,F
1920,haliya,M
1921,halke,M
1922,halki,F
1923,halkuji,M
1924,hament,M
1925,hamid,M
1926,hamida,F
1927,hamim,F
1928,hamsiran,F
1929,hamza,M
1930,handu,M
1931,haneef,M
1932,hani,M
1933,hanif,M
1934,hanish,M
1935,hanni,M
1936,hanny,M
1937,hansa,F
1938,hanshraj,M
1939,hansraj,M
1940,hanuman,M
1941,hanumanram,M
1942,happy,M
1943,har,F
1944,har,M
1945,harak,M
1946,harana,F
1947,hararat,M
1948,harbai,F
1949,harbanschauhan,M
1950,harbansh,M
1951,harbas,F
1952,harbhajan,M
1953,harbinder,M
1954,harbir,M
1955,hardam,M
1956,hardas,M
1957,hardass,M
1958,hardeep,M
1959,hardev,M
1960,hardik,M
1961,hare,M
1962,harees,M
1963,harender,M
1964,harendra,M
1965,hareshwar,M
1966,hari,F
1967,hari,M
1968,harib,M
1969,harichand,M
1970,haridutt,M
1971,hariesh,M
1972,harikishan,M
1973,harimohan,M
1974,harinarayan,M
1975,harinder,F
1976,harinder,M
1977,hariom,M
1978,hariram,M
1979,harish,M
1980,harishankar,M
1981,harishchandr,M
1982,harishen,M
1983,harison,M
1984,harjeet,M
1985,harji,M
1986,harjit,F
1987,harkesh,M
1988,harleen,F
1989,harman,M
1990,harmani,M
1991,harmeet,F
1992,harmit,F
1993,harnam,M
1994,harneet,F
1995,harpal,M
1996,harprasad,M
1997,harpreet,F
1998,harpreet,M
1999,harprit,F
2000,harry,F
2001,harsh,F
2002,harsh,M
2003,harsha,F
2004,harshdeep,M
2005,harshi,F
2006,harshit,M
2007,harshita,F
2008,harshmeet,M
2009,harun,M
2010,harvans,M
2011,harvansh,M
2012,harvinder,M
2013,harvindra,F
2014,harwindra,M
2015,hasan,M
2016,hasbul,F
2017,haseem,M
2018,haseen,M
2019,haseena,F
2020,hashim,M
2021,hashrat,M
2022,hasibul,M
2023,hasibullah,F
2024,hasim,M
2025,hasina,F
2026,hasina,M
2027,hasir,M
2028,hasmita,F
2029,hawa,F
2030,hawa,M
2031,hayatul,M
2032,hazara,F
2033,hazari,M
2034,hazi,M
2035,hazira,F
2036,hazra,F
2037,hazrat,M
2038,hazu,F
2039,heeera,M
2040,heena,F
2041,heera,F
2042,heera,M
2043,heeralal,M
2044,hem,F
2045,hem,M
2046,hema,F
2047,hemani,F
2048,hemanshu,M
2049,hemant,M
2050,hemanti,F
2051,hemavanti,F
2052,hemlat,F
2053,hemlata,F
2054,hemleta,F
2055,hemraj,F
2056,hemraj,M
2057,hemuna,F
2058,hena,F
2059,henkhochon,M
2060,hera,M
2061,hetal,F
2062,hifjul,M
2063,himal,M
2064,himani,F
2065,himanshee,F
2066,himanshi,F
2067,himanshu,F
2068,himanshu,M
2069,himansi,F
2070,himansu,M
2071,himashu,M
2072,himmat,M
2073,hina,F
2074,hini,F
2075,hira,F
2076,hira,M
2077,hiralal,M
2078,hiramani,M
2079,hiri,F
2080,hisamuddin,M
2081,hisham,M
2082,hiten,M
2083,hitender,M
2084,hitesh,M
2085,hitlar,M
2086,hom,M
2087,homa,M
2088,honey,F
2089,hongsi,F
2090,hoor,F
2091,horam,M
2092,hosiyarilal,M
2093,hoti,M
2094,hrithik,M
2095,hritik,M
2096,hudi,F
2097,hukam,M
2098,hukamchand,M
2099,hukma,M
2100,hukum,M
2101,huma,F
2102,humera,F
2103,hurji,F
2104,husain,M
2105,husainpreet,F
2106,husana,F
2107,huseni,F
2108,husina,F
2109,husiya,F
2110,husnara,F
2111,husno,F
2112,hyatun,F
2113,iarfan,M
2114,ibarhim,M
2115,ibraham,M
2116,ibraheem,M
2117,ibrahim,M
2118,idrish,M
2119,iema,F
2120,iesha,F
2121,ifteshyam,F
2122,ijhar,M
2123,ikara,F
2124,ikbal,M
2125,iklakh,M
2126,ikramuddin,M
2127,ikramudeen,M
2128,ikrar,M
2129,ilayat,M
2130,ilema,F
2131,ilesh,M
2132,ilma,F
2133,ilyas,M
2134,imam,M
2135,imaman,F
2136,imaman,M
2137,imamuddin,M
2138,imamudeen,M
2139,imran,M
2140,imrana,F
2141,imsaan,M
2142,imtiaz,M
2143,imtiyaz,M
2144,imtyaz,M
2145,inayat,M
2146,incee,F
2147,inda,F
2148,indal,M
2149,indara,F
2150,inder,M
2151,inderjeet,F
2152,inderjeet,M
2153,inderjit,F
2154,inderjit,M
2155,indernath,M
2156,inderpaal,M
2157,inderpal,M
2158,indervesh,M
2159,indira,F
2160,indra,F
2161,indra,M
2162,indraj,M
2163,indresh,M
2164,indrvati,F
2165,indta,F
2166,indu,F
2167,indu,M
2168,injmam,M
2169,injum,F
2170,inkoo,M
2171,insaf,M
2172,iqarar,M
2173,iqbal,M
2174,iqra,F
2175,iqram,M
2176,iqrar,F
2177,iqubal,M
2178,iram,F
2179,irfa,F
2180,irfan,F
2181,irfan,M
2182,irphan,M
2183,irsad,F
2184,irsad,M
2185,irshad,M
2186,irtu,F
2187,ish,M
2188,isha,F
2189,ishan,M
2190,ishant,M
2191,isharar,M
2192,ishatkar,M
2193,ishawar,F
2194,ishika,F
2195,ishita,F
2196,ishmita,F
2197,ishrana,F
2198,ishrat,F
2199,ishtkar,M
2200,ishu,F
2201,ishu,M
2202,ishwar,M
2203,ishwari,M
2204,ishwer,M
2205,isika,F
2206,islam,M
2207,islamuddin,M
2208,islamudin,M
2209,ismaliye,F
2210,isnesh,F
2211,israil,M
2212,israr,M
2213,isthar,M
2214,istikar,M
2215,istkhar,M
2216,istyak,M
2217,istyara,M
2218,iswar,M
2219,iswer,M
2220,itwari,M
2221,jaanki,F
2222,jaanu,M
2223,jabbar,M
2224,jabir,M
2225,jacky,M
2226,jacob,M
2227,jadu,M
2228,jafar,M
2229,jaffar,M
2230,jafrin,F
2231,jafruddin,M
2232,jag,M
2233,jaga,M
2234,jagan,F
2235,jagan,M
2236,jagat,M
2237,jagbir,M
2238,jagdamba,M
2239,jagdambika,M
2240,jagdeep,M
2241,jagdeesh,M
2242,jagdesh,M
2243,jagdiesh,M
2244,jagdish,M
2245,jagir,M
2246,jagjeet,M
2247,jagjiwan,M
2248,jagmal,M
2249,jagmohan,M
2250,jagnath,M
2251,jagpati,M
2252,jagrti,F
2253,jagtar,M
2254,jagviri,F
2255,jahagir,M
2256,jahani,F
2257,jahgeer,M
2258,jahid,M
2259,jahir,M
2260,jahirul,F
2261,jahoor,M
2262,jai,F
2263,jai,M
2264,jaibhagwan,M
2265,jaibir,M
2266,jaichand,M
2267,jaideep,M
2268,jaidev,M
2269,jaidul,M
2270,jaiguna,F
2271,jaijairam,M
2272,jaimala,F
2273,jaimata,F
2274,jaimati,F
2275,jainab,F
2276,jainab,M
2277,jainaf,F
2278,jainub,F
2279,jaipal,M
2280,jaiparkash,M
2281,jaiprakash,M
2282,jaiprkesh,M
2283,jairam,M
2284,jaishmin,F
2285,jaisigh,M
2286,jaismeen,F
2287,jaitun,F
2288,jaivanti,F
2289,jaiveer,M
2290,jaivind,M
2291,jaiwanti,F
2292,jakh,M
2293,jakir,M
2294,jakra,F
2295,jalaluddin,M
2296,jalil,M
2297,jalmi,M
2298,jalsingh,M
2299,jalwad,M
2300,jamaal,M
2301,jamad,M
2302,jamadar,M
2303,jamal,M
2304,jamee,F
2305,jameela,F
2306,jameer,M
2307,jamil,M
2308,jamila,F
2309,jamir,M
2310,jamna,F
2311,jamna,M
2312,jamnaa,F
2313,jamrujaha,F
2314,jamshed,M
2315,jamuna,F
2316,janak,M
2317,janaki,F
2318,janam,F
2319,janardam,M
2320,janesh,M
2321,janeshwar,M
2322,jang,M
2323,jani,F
2324,jani,M
2325,janid,F
2326,janki,F
2327,jankidas,M
2328,jankraj,M
2329,janmesh,M
2330,jannat,F
2331,janta,M
2332,jantarpal,M
2333,januka,F
2334,janvi,F
2335,janwi,F
2336,janwi,M
2337,japneet,F
2338,jaquir,M
2339,jareena,F
2340,jarif,M
2341,jarim,F
2342,jarina,F
2343,jarnail,M
2344,jasbir,F
2345,jasbir,M
2346,jashgul,F
2347,jashinal,F
2348,jasim,M
2349,jasina,F
2350,jasiram,M
2351,jaskaran,M
2352,jaskirat,M
2353,jasleen,F
2354,jaslin,F
2355,jasmeet,F
2356,jasmen,F
2357,jasmina,F
2358,jasoda,F
2359,jaspal,M
2360,jaspreet,F
2361,jaspreet,M
2362,jassi,F
2363,jasvant,M
2364,jasveen,M
2365,jasveer,F
2366,jasveer,M
2367,jasvinder,F
2368,jasvinder,M
2369,jasvindir,M
2370,jasvir,F
2371,jasvir,M
2372,jaswant,M
2373,jaswinder,F
2374,jat,M
2375,jatan,M
2376,jatin,M
2377,jatinder,F
2378,jauli,M
2379,javade,F
2380,javal,M
2381,javed,M
2382,javid,M
2383,javitri,F
2384,javuneesha,F
2385,jawahar,M
2386,jawed,M
2387,jawhar,M
2388,jay,F
2389,jay,M
2390,jaya,F
2391,jayada,F
2392,jayantadass,M
2393,jayanti,F
2394,jayda,F
2395,jaydurga,F
2396,jayesh,M
2397,jaykumar,M
2398,jaynarayan,M
2399,jayoti,F
2400,jayotli,F
2401,jayshing,M
2402,jayuti,F
2403,jeba,F
2404,jebi,F
2405,jedu,M
2406,jeenat,F
2407,jeenat,M
2408,jeeren,F
2409,jeesan,M
2410,jeeshan,M
2411,jeet,M
2412,jeete,M
2413,jeeth,M
2414,jeetram,M
2415,jeetu,M
2416,jeevan,M
2417,jeevanlata,F
2418,jeeya,M
2419,jenab,F
2420,jenifer,F
2421,jenny,F
2422,jesmin,F
2423,jeta,F
2424,jetender,M
2425,jewa,F
2426,jgdish,M
2427,jhaban,M
2428,jhagdoo,M
2429,jhagdu,M
2430,jhakar,M
2431,jhalla,M
2432,jhanjhariya,F
2433,jhansi,F
2434,jharna,F
2435,jhawar,M
2436,jhingi,F
2437,jhora,F
2438,jhoti,F
2439,jhuhi,F
2440,jhuma,F
2441,jhumki,F
2442,jhunna,F
2443,jhunnu,F
2444,jibanti,F
2445,jigar,M
2446,jile,M
2447,jimi,M
2448,jimmi,M
2449,jina,F
2450,jinat,F
2451,jincy,F
2452,jioty,F
2453,jisaan,M
2454,jisan,M
2455,jishan,M
2456,jishant,M
2457,jism,M
2458,jisu,M
2459,jit,M
2460,jitan,M
2461,jitander,M
2462,jite,M
2463,jitender,M
2464,jitendera,M
2465,jitendr,M
2466,jitendra,F
2467,jitendra,M
2468,jitesh,M
2469,jitin,M
2470,jittender,M
2471,jitu,M
2472,jiwan,M
2473,jiya,F
2474,jiya,M
2475,jiyaul,M
2476,job,M
2477,jockyipai,M
2478,jodhi,M
2479,joga,F
2480,jogender,M
2481,joginder,F
2482,joginder,M
2483,joholal,M
2484,joity,F
2485,jomiya,F
2486,jon,M
2487,joni,M
2488,jony,M
2489,joohi,F
2490,joria,M
2491,jorj,M
2492,joshna,F
2493,josin,M
2494,jot,M
2495,jotyi,F
2496,joy,M
2497,joya,F
2498,joyaa,F
2499,joyate,F
2500,joycee,F
2501,joydeep,M
2502,joyti,F
2503,jubaira,F
2504,jubed,M
2505,jubeda,F
2506,juber,F
2507,juber,M
2508,jugal,M
2509,jugan,F
2510,jugani,F
2511,jugender,M
2512,juhewuddin,M
2513,juhi,F
2514,juhi,M
2515,julee,F
2516,julekha,F
2517,julfi,M
2518,julficar,M
2519,julfikaar,M
2520,juli,F
2521,jully,F
2522,jumman,M
2523,jumrati,M
2524,juna,F
2525,junaid,F
2526,juneb,F
2527,junl,M
2528,junna,M
2529,justin,M
2530,juvel,M
2531,jwala,M
2532,jya,F
2533,jyoti,F
2534,jyoti,M
2535,jyotsana,F
2536,jyoty,F
2537,kaamini,F
2538,kaari,M
2539,kaarti,F
2540,kabal,M
2541,kabid,M
2542,kabir,M
2543,kabul,M
2544,kachan,F
2545,kachri,F
2546,kadir,M
2547,kadu,F
2548,kafia,F
2549,kaif,M
2550,kaifiya,F
2551,kailaki,F
2552,kailash,F
2553,kailash,M
2554,kailashi,F
2555,kailesh,M
2556,kaishav,M
2557,kajal,F
2558,kajamuddih,M
2559,kajar,F
2560,kajol,F
2561,kajul,F
2562,kala,F
2563,kala,M
2564,kalap,M
2565,kalashi,F
2566,kalavati,F
2567,kalawati,F
2568,kalayan,M
2569,kale,M
2570,kaleem,M
2571,kaleram,M
2572,kali,F
2573,kali,M
2574,kalicharan,M
2575,kalip,M
2576,kalish,M
2577,kalla,F
2578,kalla,M
2579,kallo,F
2580,kallu,M
2581,kalma,F
2582,kaloo,M
2583,kalpadma,M
2584,kalpana,F
2585,kalpesh,M
2586,kalpeshwari,F
2587,kalpna,F
2588,kalpna,M
2589,kalu,M
2590,kalua,M
2591,kaluram,M
2592,kalusingh,M
2593,kalwant,M
2594,kalwati,F
2595,kalyan,M
2596,kalyani,F
2597,kamakshya,F
2598,kamal,F
2599,kamal,M
2600,kamala,F
2601,kamala,M
2602,kamaldeep,M
2603,kamaljeet,M
2604,kamalkishore,M
2605,kamana,F
2606,kamar,F
2607,kamesh,M
2608,kamil,M
2609,kamini,F
2610,kamjeet,F
2611,kamla,F
2612,kamla,M
2613,kamlajeet,F
2614,kamlash,F
2615,kamlesh,F
2616,kamlesh,M
2617,kamleshwar,M
2618,kamli,F
2619,kamna,F
2620,kamni,F
2621,kamraan,M
2622,kamre,M
2623,kamreen,F
2624,kamruddin,M
2625,kamrudeen,M
2626,kamrulnisha,F
2627,kamta,F
2628,kana,M
2629,kanahiya,M
2630,kanak,F
2631,kanchan,F
2632,kanchaniya,F
2633,kanchi,F
2634,kanchi,M
2635,kanchn,F
2636,kanda,M
2637,kangana,F
2638,kanhaiya,M
2639,kanhaiyalal,M
2640,kanhaya,M
2641,kanheya,M
2642,kanhiya,M
2643,kanhyalal,M
2644,kanika,F
2645,kanishakraj,M
2646,kanisk,M
2647,kanki,F
2648,kanku,F
2649,kanok,M
2650,kanta,F
2651,kanta,M
2652,kanti,F
2653,kantil,M
2654,kanwar,M
2655,kanya,F
2656,kapiil,M
2657,kapil,M
2658,kaptan,M
2659,karamjeet,F
2660,karamvir,M
2661,karan,M
2662,karandeep,M
2663,karansingh,M
2664,karanveer,M
2665,kareshan,M
2666,karim,M
2667,karima,F
2668,karina,F
2669,karishama,F
2670,karishan,M
2671,karishma,F
2672,karisma,F
2673,karma,F
2674,karmbir,M
2675,karmi,F
2676,karmveer,M
2677,karnesh,M
2678,karshana,F
2679,karshma,F
2680,kartar,M
2681,kartik,M
2682,kartika,F
2683,karuna,F
2684,karunakar,M
2685,kashi,M
2686,kashiram,M
2687,kashis,F
2688,kashish,F
2689,kashish,M
2690,kashiv,M
2691,kashmir,M
2692,kashum,F
2693,kasid,M
2694,kasim,M
2695,kasish,F
2696,kastoori,F
2697,kasturi,F
2698,kasumbi,F
2699,katwa,M
2700,katyayani,F
2701,kausal,M
2702,kaushal,F
2703,kaushal,M
2704,kaushaliya,F
2705,kaushalya,F
2706,kaushar,F
2707,kaushar,M
2708,kaushik,M
2709,kauslender,M
2710,kauva,M
2711,kaval,M
2712,kavilash,M
2713,kavit,F
2714,kavit,M
2715,kavita,F
2716,kawa,M
2717,kawal,F
2718,kawaljeet,M
2719,kawita,F
2720,kayamuddin,M
2721,kayum,M
2722,kazal,F
2723,kbeta,F
2724,kedarmal,M
2725,kedarnath,M
2726,kehkasa,F
2727,kehkasha,F
2728,kela,F
2729,kelama,F
2730,kelashi,F
2731,keli,F
2732,kesar,F
2733,kesav,M
2734,kesavi,F
2735,kesha,F
2736,kesha,M
2737,keshanti,F
2738,keshar,F
2739,keshar,M
2740,keshav,F
2741,keshav,M
2742,keshave,M
2743,keshram,M
2744,keshri,M
2745,keshu,F
2746,kesnata,F
2747,kesri,M
2748,keta,F
2749,ketan,M
2750,keval,M
2751,kewal,M
2752,khadak,M
2753,khairti,M
2754,khairu,F
2755,khajan,M
2756,khalid,M
2757,khalidur,M
2758,khalil,M
2759,khamchand,M
2760,khanchan,F
2761,khangara,M
2762,khasbhoo,F
2763,khashbu,F
2764,khasti,F
2765,kheem,M
2766,khemchand,M
2767,khemraj,M
2768,kherul,F
2769,khetra,M
2770,khima,F
2771,khimanand,M
2772,khokan,M
2773,khooshboo,F
2774,khshbu,F
2775,khubchand,M
2776,khubhu,F
2777,khubi,M
2778,khuma,M
2779,khumlo,F
2780,khursheed,M
2781,khurshid,M
2782,khurshida,F
2783,khursid,M
2784,khusaboo,M
2785,khusbhoo,F
2786,khusbhu,F
2787,khusboo,F
2788,khusbu,F
2789,khusbu,M
2790,khush,F
2791,khushabu,F
2792,khushal,M
2793,khushbari,F
2794,khushbhu,F
2795,khushboo,F
2796,khushbu,F
2797,khushi,F
2798,khushi,M
2799,khushnaseeb,M
2800,khushnasiba,F
2801,khushnudi,F
2802,khushnuma,F
2803,kifayat,M
2804,killo,F
2805,kimat,M
2806,kimmi,F
2807,kingkar,M
2808,kiniya,F
2809,kinya,F
2810,kiran,F
2811,kiran,M
2812,kirann,F
2813,kiranti,F
2814,kirashan,M
2815,kiriti,F
2816,kirodimal,M
2817,kirorimal,M
2818,kirpa,F
2819,kirpa,M
2820,kirshan,M
2821,kirshanpal,M
2822,kirshn,M
2823,kirshna,F
2824,kirshna,M
2825,kirti,F
2826,kirti,M
2827,kirtiman,M
2828,kisan,M
2829,kishan,M
2830,kishana,F
2831,kishmat,F
2832,kishn,M
2833,kishnaram,M
2834,kishor,M
2835,kishore,M
2836,kismat,F
2837,kismti,F
2838,kisori,M
2839,kiswar,F
2840,kitti,F
2841,klash,M
2842,klu,F
2843,kmo,F
2844,kmles,M
2845,kmo,F
2846,knheyalal,M
2847,kohinoor,F
2848,kohinoor,M
2849,koilu,F
2850,kokil,M
2851,kokila,F
2852,komal,F
2853,komal,M
2854,konika,F
2855,konti,F
2856,kooki,F
2857,kosaleya,F
2858,kosalya,F
2859,kosar,F
2860,koshal,F
2861,koshalya,F
2862,koshalya,M
2863,koshlya,F
2864,koslya,F
2865,kosylaya,F
2866,kouchu,M
2867,koushik,M
2868,koyal,F
2869,koyali,F
2870,kranti,F
2871,krashana,F
2872,krashna,F
2873,kripal,M
2874,kripya,F
2875,krisana,M
2876,krish,M
2877,krishama,F
2878,krishan,F
2879,krishan,M
2880,krishana,F
2881,krishana,M
2882,krishen,M
2883,krishka,F
2884,krishma,F
2885,krishn,M
2886,krishna,F
2887,krishna,M
2888,krishnal,M
2889,kriti,F
2890,kritika,F
2891,kudeep,M
2892,kudtusu,M
2893,kulbhushan,M
2894,kulbir,M
2895,kuldeel,M
2896,kuldeep,F
2897,kuldeep,M
2898,kulina,F
2899,kulli,F
2900,kulli,M
2901,kulsum,F
2902,kulvinder,F
2903,kulwant,M
2904,kulwinder,M
2905,kum,F
2906,kumail,M
2907,kumar,M
2908,kumara,F
2909,kumarage,F
2910,kumare,F
2911,kumari,F
2912,kumari,M
2913,kumkum,F
2914,kumod,M
2915,kumresh,M
2916,kumud,F
2917,kunal,M
2918,kunda,M
2919,kundan,M
2920,kunden,M
2921,kundin,M
2922,kunj,M
2923,kunod,M
2924,kuntesh,F
2925,kunti,F
2926,kunwar,M
2927,kuparth,M
2928,kurban,M
2929,kureja,F
2930,kush,M
2931,kushagra,F
2932,kushal,M
2933,kusham,F
2934,kushamvir,F
2935,kushbu,F
2936,kushi,F
2937,kushma,F
2938,kushmi,F
2939,kushmita,F
2940,kushum,F
2941,kushumavati,F
2942,kushumlata,F
2943,kuso,F
2944,kusum,F
2945,kusuma,F
2946,kusumakar,M
2947,kusumlata,F
2948,kuwar,M
2949,kuwarjeet,M
2950,labbhi,F
2951,lad,F
2952,lada,F
2953,ladakunvar,F
2954,laddha,M
2955,ladli,F
2956,lahida,F
2957,laja,F
2958,lajja,F
2959,lajjavati,F
2960,laka,M
2961,lakh,M
2962,lakhami,M
2963,lakhamichand,M
2964,lakhan,M
2965,lakhbir,F
2966,lakhe,F
2967,lakhi,F
2968,lakhi,M
2969,lakhmi,F
2970,lakhmi,M
2971,lakhraj,M
2972,lakhsmi,F
2973,lakhu,M
2974,lakhua,M
2975,lakhvinder,F
2976,lakhvinder,M
2977,lakhwinder,M
2978,lakhya,F
2979,lakki,M
2980,lakky,M
2981,laksh,M
2982,lakshay,M
2983,lakshaya,M
2984,lakshit,M
2985,lakshman,M
2986,lakshmi,F
2987,lakshmi,M
2988,lakshy,M
2989,lakshya,M
2990,lal,F
2991,lal,M
2992,lala,M
2993,lalan,M
2994,lalaram,M
2995,laldhari,M
2996,lali,F
2997,lali,M
2998,lalit,M
2999,lalita,F
3000,lalital,M
3001,laliya,M
3002,lallu,M
3003,lalmuni,F
3004,laltes,F
3005,laltha,M
3006,laltia,F
3007,lalu,M
3008,lalutha,F
3009,lamani,M
3010,lambhu,F
3011,lasar,M
3012,lashma,F
3013,laskshita,F
3014,lata,F
3015,lateef,M
3016,latesh,M
3017,latoor,M
3018,latur,M
3019,laukush,M
3020,lav,M
3021,lavali,F
3022,lave,M
3023,lavi,F
3024,lavish,M
3025,lavkush,M
3026,lavli,F
3027,lavpreet,F
3028,lavtar,M
3029,lawli,M
3030,lawrence,M
3031,laxami,F
3032,laxita,F
3033,laxman,M
3034,laxmanram,M
3035,laxmeena,F
3036,laxmi,F
3037,laxmi,M
3038,laxmikant,M
3039,laxminarain,M
3040,layba,F
3041,layman,M
3042,leela,F
3043,leela,M
3044,leelawati,F
3045,leelu,M
3046,leena,F
3047,lehru,M
3048,lekhraj,M
3049,lekhram,M
3050,lekose,M
3051,leo,M
3052,libin,M
3053,lila,F
3054,lilabai,F
3055,liladevi,F
3056,lilaki,F
3057,lilaram,M
3058,lilavati,F
3059,lilima,F
3060,lilu,M
3061,limca,F
3062,lisha,F
